kommune,locality,utm,N,E,date,month,year,site,stage,obs
Melhus,Storr<f8>nningen,32V,"7011924","563415",31.07.2019,juli,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011925","563410",31.07.2019,juli,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011924","563387",31.07.2019,juli,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011938","563391",31.07.2019,juli,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011939","563394",31.07.2019,juli,"2019",Storr,stad3,"14"
Melhus,Storr<f8>nningen,32V,"7011940","563398",31.07.2019,juli,"2019",Storr,stad3,"11"
Melhus,Storr<f8>nningen,32V,"7011938","563402",31.07.2019,juli,"2019",Storr,stad3,"25"
Melhus,Storr<f8>nningen,32V,"7011938","563406",31.07.2019,juli,"2019",Storr,stad3,"30"
Melhus,Storr<f8>nningen,32V,"7011938","563410",31.07.2019,juli,"2019",Storr,stad3,"14"
Melhus,Storr<f8>nningen,32V,"7011937","563413",31.07.2019,juli,"2019",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011939","563415",31.07.2019,juli,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011942","563418",31.07.2019,juli,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011943","563428",31.07.2019,juli,"2019",Storr,stad3,"4"
Melhus,Storr<f8>nningen,32V,"7011946","563429",31.07.2019,juli,"2019",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011942","563431",31.07.2019,juli,"2019",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011942","563433",31.07.2019,juli,"2019",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011943","563448",31.07.2019,juli,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011928","563447",31.07.2019,juli,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011923","563372",31.07.2019,juli,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011914","563349",31.07.2019,juli,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011950","563224",31.07.2019,juli,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011956","563221",31.07.2019,juli,"2019",Storr,stad3,"10"
Melhus,Storr<f8>nningen,32V,"7011956","563218",31.07.2019,juli,"2019",Storr,stad3,"7"
Melhus,Storr<f8>nningen,32V,"7011960","563214",31.07.2019,juli,"2019",Storr,stad3,"14"
Melhus,Storr<f8>nningen,32V,"7011960","563212",31.07.2019,juli,"2019",Storr,stad3,"11"
Melhus,Storr<f8>nningen,32V,"7011963","563208",31.07.2019,juli,"2019",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011964","563206",31.07.2019,juli,"2019",Storr,stad3,"13"
Melhus,Storr<f8>nningen,32V,"7011965","563203",31.07.2019,juli,"2019",Storr,stad3,"7"
Melhus,Storr<f8>nningen,32V,"7011963","563203",31.07.2019,juli,"2019",Storr,stad3,"17"
Melhus,Storr<f8>nningen,32V,"7011960","563204",31.07.2019,juli,"2019",Storr,stad3,"10"
Melhus,Storr<f8>nningen,32V,"7011958","563204",31.07.2019,juli,"2019",Storr,stad3,"8"
Melhus,Storr<f8>nningen,32V,"7011955","563206",31.07.2019,juli,"2019",Storr,stad3,"4"
Melhus,Storr<f8>nningen,32V,"7011955","563208",31.07.2019,juli,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011952","563207",31.07.2019,juli,"2019",Storr,stad3,"4"
Melhus,Storr<f8>nningen,32V,"7011951","563211",31.07.2019,juli,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011951","563214",31.07.2019,juli,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011949","563203",31.07.2019,juli,"2019",Storr,stad3,"5"
Melhus,Storr<f8>nningen,32V,"7011952","563203",31.07.2019,juli,"2019",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011951","563201",31.07.2019,juli,"2019",Storr,stad3,"30"
Melhus,Storr<f8>nningen,32V,"7011947","563201",31.07.2019,juli,"2019",Storr,stad3,"6"
Melhus,Storr<f8>nningen,32V,"7011958","563192",31.07.2019,juli,"2019",Storr,stad3,"17"
Melhus,Storr<f8>nningen,32V,"7011958","563190",31.07.2019,juli,"2019",Storr,stad3,"20"
Melhus,Storr<f8>nningen,32V,"7011958","563189",31.07.2019,juli,"2019",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011956","563186",31.07.2019,juli,"2019",Storr,stad3,"4"
Melhus,Storr<f8>nningen,32V,"7011956","563185",31.07.2019,juli,"2019",Storr,stad3,"15"
Melhus,Storr<f8>nningen,32V,"7011963","563186",31.07.2019,juli,"2019",Storr,stad3,"6"
Melhus,Storr<f8>nningen,32V,"7011964","563186",31.07.2019,juli,"2019",Storr,stad3,"18"
Melhus,Storr<f8>nningen,32V,"7011967","563185",31.07.2019,juli,"2019",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011969","563185",31.07.2019,juli,"2019",Storr,stad3,"20"
Melhus,Storr<f8>nningen,32V,"7011971","563182",31.07.2019,juli,"2019",Storr,stad3,"12"
Melhus,Storr<f8>nningen,32V,"7011975","563182",31.07.2019,juli,"2019",Storr,stad3,"14"
Melhus,Storr<f8>nningen,32V,"7011976","563181",31.07.2019,juli,"2019",Storr,stad3,"12"
Melhus,Storr<f8>nningen,32V,"7011975","563176",31.07.2019,juli,"2019",Storr,stad3,"4"
Melhus,Storr<f8>nningen,32V,"7011973","563173",31.07.2019,juli,"2019",Storr,stad3,"12"
Melhus,Storr<f8>nningen,32V,"7011977","563173",31.07.2019,juli,"2019",Storr,stad3,"6"
Melhus,Storr<f8>nningen,32V,"7011990","563165",31.07.2019,juli,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011993","563170",31.07.2019,juli,"2019",Storr,stad3,"12"
Melhus,Storr<f8>nningen,32V,"7011996","563164",31.07.2019,juli,"2019",Storr,stad3,"7"
Melhus,Storr<f8>nningen,32V,"7011993","563146",31.07.2019,juli,"2019",Storr,stad3,"5"
Melhus,Storr<f8>nningen,32V,"7011987","563145",31.07.2019,juli,"2019",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011984","563152",31.07.2019,juli,"2019",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011979","563153",31.07.2019,juli,"2019",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011977","563152",31.07.2019,juli,"2019",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011978","563158",31.07.2019,juli,"2019",Storr,stad3,"11"
Melhus,Storr<f8>nningen,32V,"7011975","563160",31.07.2019,juli,"2019",Storr,stad3,"21"
Melhus,Storr<f8>nningen,32V,"7011971","563166",31.07.2019,juli,"2019",Storr,stad3,"16"
Melhus,Storr<f8>nningen,32V,"7011967","563169",31.07.2019,juli,"2019",Storr,stad3,"13"
Melhus,Storr<f8>nningen,32V,"7011965","563171",31.07.2019,juli,"2019",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011961","563175",31.07.2019,juli,"2019",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32V,"7011951","563188",31.07.2019,juli,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011950","563192",31.07.2019,juli,"2019",Storr,stad3,"45"
Melhus,Storr<f8>nningen,32V,"7011955","563190",31.07.2019,juli,"2019",Storr,stad3,"10"
Melhus,Storr<f8>nningen,32V,"7011945","563197",31.07.2019,juli,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011943","563199",31.07.2019,juli,"2019",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32V,"7011943","563204",31.07.2019,juli,"2019",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011995","563277",31.07.2019,juli,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011994","563307",31.07.2019,juli,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011989","563345",31.07.2019,juli,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011988","563354",31.07.2019,juli,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011984","563360",31.07.2019,juli,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011984","563366",31.07.2019,juli,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011981","563393",31.07.2019,juli,"2019",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011980","563397",31.07.2019,juli,"2019",Storr,stad3,"7"
Melhus,Storr<f8>nningen,32V,"7011969","563423",31.07.2019,juli,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011937","563447",28.08.2019,august,"2019",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011936","563452",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011937","563443",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011935","563440",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011934","563434",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011937","563416",28.08.2019,august,"2019",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32V,"7011938","563415",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011940","563412",28.08.2019,august,"2019",Storr,stad3,"5"
Melhus,Storr<f8>nningen,32V,"7011939","563407",28.08.2019,august,"2019",Storr,stad3,"27"
Melhus,Storr<f8>nningen,32V,"7011941","563406",28.08.2019,august,"2019",Storr,stad3,"4"
Melhus,Storr<f8>nningen,32V,"7011941","563403",28.08.2019,august,"2019",Storr,stad3,"8"
Melhus,Storr<f8>nningen,32V,"7011940","563400",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011939","563395",28.08.2019,august,"2019",Storr,stad3,"6"
Melhus,Storr<f8>nningen,32V,"7011936","563392",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011942","563400",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011942","563404",28.08.2019,august,"2019",Storr,stad3,"35"
Melhus,Storr<f8>nningen,32V,"7011941","563409",28.08.2019,august,"2019",Storr,stad3,"5"
Melhus,Storr<f8>nningen,32V,"7011942","563425",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011945","563429",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011946","563434",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011944","563437",28.08.2019,august,"2019",Storr,stad3,"5"
Melhus,Storr<f8>nningen,32V,"7011944","563449",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011931","563444",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011925","563420",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011926","563412",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011922","563418",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011928","563448",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011927","563443",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011890","563449",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011891","563443",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011893","563441",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011896","563437",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011900","563431",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011901","563426",28.08.2019,august,"2019",Storr,stad3,"6"
Melhus,Storr<f8>nningen,32V,"7011899","563429",28.08.2019,august,"2019",Storr,stad3,"6"
Melhus,Storr<f8>nningen,32V,"7011896","563425",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011887","563441",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011893","563438",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011897","563433",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011902","563430",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011904","563431",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011933","563438",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011932","563437",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011967","563423",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011969","563417",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011974","563422",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011975","563420",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011978","563418",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011980","563397",28.08.2019,august,"2019",Storr,stad3,"8"
Melhus,Storr<f8>nningen,32V,"7011979","563392",28.08.2019,august,"2019",Storr,stad3,"7"
Melhus,Storr<f8>nningen,32V,"7011977","563385",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011981","563372",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011982","563367",28.08.2019,august,"2019",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011986","563354",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011986","563349",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011989","563344",28.08.2019,august,"2019",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011989","563339",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011990","563322",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011985","563323",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011989","563309",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011993","563280",28.08.2019,august,"2019",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011992","563268",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7012006","563143",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7012007","563140",28.08.2019,august,"2019",Storr,stad3,"5"
Melhus,Storr<f8>nningen,32V,"7012010","563140",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7012006","563138",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011978","563152",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011971","563160",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011988","563172",28.08.2019,august,"2019",Storr,stad3,"8"
Melhus,Storr<f8>nningen,32V,"7011990","563169",28.08.2019,august,"2019",Storr,stad3,"5"
Melhus,Storr<f8>nningen,32V,"7011992","563166",28.08.2019,august,"2019",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011975","563172",28.08.2019,august,"2019",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011972","563173",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011967","563168",28.08.2019,august,"2019",Storr,stad3,"4"
Melhus,Storr<f8>nningen,32V,"7011974","563173",28.08.2019,august,"2019",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011972","563175",28.08.2019,august,"2019",Storr,stad3,"6"
Melhus,Storr<f8>nningen,32V,"7011972","563178",28.08.2019,august,"2019",Storr,stad3,"4"
Melhus,Storr<f8>nningen,32V,"7011974","563182",28.08.2019,august,"2019",Storr,stad3,"10"
Melhus,Storr<f8>nningen,32V,"7011971","563184",28.08.2019,august,"2019",Storr,stad3,"14"
Melhus,Storr<f8>nningen,32V,"7011966","563186",28.08.2019,august,"2019",Storr,stad3,"7"
Melhus,Storr<f8>nningen,32V,"7011966","563189",28.08.2019,august,"2019",Storr,stad3,"7"
Melhus,Storr<f8>nningen,32V,"7011966","563192",28.08.2019,august,"2019",Storr,stad3,"4"
Melhus,Storr<f8>nningen,32V,"7011962","563187",28.08.2019,august,"2019",Storr,stad3,"22"
Melhus,Storr<f8>nningen,32V,"7011959","563187",28.08.2019,august,"2019",Storr,stad3,"8"
Melhus,Storr<f8>nningen,32V,"7011960","563185",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011953","563187",28.08.2019,august,"2019",Storr,stad3,"4"
Melhus,Storr<f8>nningen,32V,"7011954","563189",28.08.2019,august,"2019",Storr,stad3,"4"
Melhus,Storr<f8>nningen,32V,"7011953","563192",28.08.2019,august,"2019",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32V,"7011952","563193",28.08.2019,august,"2019",Storr,stad3,"12"
Melhus,Storr<f8>nningen,32V,"7011949","563194",28.08.2019,august,"2019",Storr,stad3,"12"
Melhus,Storr<f8>nningen,32V,"7011947","563192",28.08.2019,august,"2019",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32V,"7011948","563188",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011949","563184",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011944","563183",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011951","563182",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011951","563177",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011953","563178",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011957","563176",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011956","563173",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011958","563175",28.08.2019,august,"2019",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011960","563179",28.08.2019,august,"2019",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32V,"7011958","563180",28.08.2019,august,"2019",Storr,stad3,"26"
Melhus,Storr<f8>nningen,32V,"7011964","563167",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011965","563190",28.08.2019,august,"2019",Storr,stad3,"12"
Melhus,Storr<f8>nningen,32V,"7011962","563190",28.08.2019,august,"2019",Storr,stad3,"10"
Melhus,Storr<f8>nningen,32V,"7011966","563194",28.08.2019,august,"2019",Storr,stad3,"30"
Melhus,Storr<f8>nningen,32V,"7011967","563196",28.08.2019,august,"2019",Storr,stad3,"4"
Melhus,Storr<f8>nningen,32V,"7011968","563199",28.08.2019,august,"2019",Storr,stad3,"50"
Melhus,Storr<f8>nningen,32V,"7011960","563198",28.08.2019,august,"2019",Storr,stad3,"15"
Melhus,Storr<f8>nningen,32V,"7011961","563197",28.08.2019,august,"2019",Storr,stad3,"10"
Melhus,Storr<f8>nningen,32V,"7011958","563197",28.08.2019,august,"2019",Storr,stad3,"6"
Melhus,Storr<f8>nningen,32V,"7011960","563214",28.08.2019,august,"2019",Storr,stad3,"10"
Melhus,Storr<f8>nningen,32V,"7011961","563211",28.08.2019,august,"2019",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32V,"7011963","563204",28.08.2019,august,"2019",Storr,stad3,"12"
Melhus,Storr<f8>nningen,32V,"7011957","563207",28.08.2019,august,"2019",Storr,stad3,"10"
Melhus,Storr<f8>nningen,32V,"7011956","563208",28.08.2019,august,"2019",Storr,stad3,"3"
Melhus,Storr<f8>nningen,32V,"7011956","563211",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011953","563211",28.08.2019,august,"2019",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011953","563213",28.08.2019,august,"2019",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011950","563214",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011952","563216",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011958","563214",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011957","563216",28.08.2019,august,"2019",Storr,stad3,"4"
Melhus,Storr<f8>nningen,32V,"7011955","563218",28.08.2019,august,"2019",Storr,stad3,"6"
Melhus,Storr<f8>nningen,32V,"7011947","563225",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011945","563224",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011942","563230",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011937","563239",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011926","563257",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011920","563255",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011919","563245",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011934","563199",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011939","563196",28.08.2019,august,"2019",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011944","563187",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011942","563199",28.08.2019,august,"2019",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011946","563200",28.08.2019,august,"2019",Storr,stad3,"10"
Melhus,Storr<f8>nningen,32V,"7011947","563203",28.08.2019,august,"2019",Storr,stad3,"8"
Melhus,Storr<f8>nningen,32V,"7011944","563219",28.08.2019,august,"2019",Storr,stad3,"9"
Melhus,Storr<f8>nningen,32V,"7011927","563262",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011922","563270",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011912","563306",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011915","563329",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011916","563334",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011915","563338",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011917","563348",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011910","563342",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011910","563339",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011913","563354",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011921","563376",28.08.2019,august,"2019",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011921","563374",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011924","563386",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011928","563403",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011925","563404",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011926","563408",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011926","563410",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011918","563416",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011915","563417",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011913","563416",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011901","563424",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011891","563418",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011889","563425",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011882","563407",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011897","563426",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011897","563430",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011902","563435",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011901","563438",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011901","563441",28.08.2019,august,"2019",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011923","563464",28.08.2019,august,"2019",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011904","563457",15.07.2020,juli,"2020",Storr,stad3,"5"
Melhus,Storr<f8>nningen,32V,"7011904","563450",15.07.2020,juli,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011899","563445",15.07.2020,juli,"2020",Storr,stad3,"11"
Melhus,Storr<f8>nningen,32V,"7011896","563440",15.07.2020,juli,"2020",Storr,stad3,"11"
Melhus,Storr<f8>nningen,32V,"7011893","563447",15.07.2020,juli,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011894","563451",15.07.2020,juli,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011889","563448",15.07.2020,juli,"2020",Storr,stad3,"2"
Melhus,Storr<f8>nningen,32V,"7011889","563431",15.07.2020,juli,"2020",Storr,stad3,"15"
Melhus,Storr<f8>nningen,32V,"7011893","563430",15.07.2020,juli,"2020",Storr,stad3,"0"
Melhus,Storr<f8>nningen,32V,"7011890","563428",15.07.2020,juli,"2020",Storr,stad3,"12"
Melhus,Storr<f8>nningen,32V,"7011896","563434",15.07.2020,juli,"2020",Storr,stad3,"16"
Melhus,Storr<f8>nningen,32V,"7011895","563422",15.07.2020,juli,"2020",Storr,stad3,"1"
Melhus,Storr<f8>nningen,32V,"7011900","563428",15.07.2020,juli,"2020",Storr,stad3,"5"
Melhus,Storr<f8>nningen,32V,"7011901","563433",15.07.2020,juli,"2020",Storr,stad3,"3"
